Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,WeekStatus,Day_of_week,Load_Type,Leading_Current_Power_Factor,Lagging_Current_Power_Factor
3.46,6.91,0.00,Weekday,Wednesday,Light_Load,100.00,44.77
66.85,36.58,0.00,Weekend,Saturday,Light_Load,100.00,87.73
8.17,0.00,12.92,Weekday,Tuesday,Maximum_Load,53.45,100.00
4.75,4.75,0.00,Weekday,Monday,Light_Load,100.00,70.71
2.88,5.51,0.00,Weekend,Sunday,Light_Load,100.00,46.32
57.64,45.07,0.00,Weekday,Tuesday,Maximum_Load,100.00,78.78
5.11,0.00,26.78,Weekday,Wednesday,Medium_Load,18.74,100.00
3.89,6.05,0.00,Weekday,Monday,Light_Load,100.00,54.08
2.84,4.82,0.00,Weekend,Sunday,Light_Load,100.00,50.76
101.95,46.62,0.00,Weekday,Wednesday,Medium_Load,100.00,90.94
44.96,19.76,0.00,Weekday,Monday,Medium_Load,100.00,91.55
7.06,0.00,25.52,Weekday,Monday,Medium_Load,26.66,100.00
3.92,3.60,0.00,Weekday,Wednesday,Light_Load,100.00,73.65
3.64,4.57,0.00,Weekday,Thursday,Light_Load,100.00,62.30
2.66,4.93,0.00,Weekday,Thursday,Light_Load,100.00,47.48
3.38,0.00,17.46,Weekend,Saturday,Light_Load,19.01,100.00
3.64,3.56,0.00,Weekday,Friday,Light_Load,100.00,71.49
56.77,15.19,0.00,Weekday,Monday,Medium_Load,100.00,96.60
2.81,4.72,0.00,Weekend,Sunday,Light_Load,100.00,51.15
3.64,3.53,0.00,Weekday,Wednesday,Light_Load,100.00,71.79
3.28,4.93,0.00,Weekend,Saturday,Light_Load,100.00,55.39
2.74,3.78,0.00,Weekday,Wednesday,Light_Load,100.00,58.69
3.96,0.00,21.74,Weekday,Wednesday,Medium_Load,17.92,100.00
2.99,3.31,0.00,Weekend,Sunday,Light_Load,100.00,67.03
3.64,4.36,0.00,Weekday,Monday,Light_Load,100.00,64.09
2.84,5.00,0.00,Weekday,Wednesday,Light_Load,100.00,49.39
5.15,4.72,0.00,Weekday,Tuesday,Light_Load,100.00,73.72
2.84,5.11,0.00,Weekday,Friday,Light_Load,100.00,48.58
3.20,0.00,16.99,Weekday,Tuesday,Light_Load,18.51,100.00
3.74,5.29,0.00,Weekend,Saturday,Light_Load,100.00,57.73
28.73,1.30,1.76,Weekend,Saturday,Maximum_Load,99.81,99.90
52.42,27.76,0.00,Weekday,Monday,Maximum_Load,100.00,88.37
57.85,31.86,0.00,Weekday,Thursday,Medium_Load,100.00,87.59
3.71,0.00,17.35,Weekend,Saturday,Medium_Load,20.91,100.00
58.75,28.62,0.00,Weekday,Tuesday,Maximum_Load,100.00,89.90
3.10,0.00,13.97,Weekend,Sunday,Medium_Load,21.66,100.00
41.54,1.80,0.18,Weekend,Saturday,Medium_Load,100.00,99.91
4.61,0.00,19.91,Weekend,Sunday,Light_Load,22.56,100.00
3.24,0.00,14.54,Weekday,Monday,Light_Load,21.75,100.00
46.12,33.91,0.04,Weekday,Friday,Maximum_Load,100.00,80.57
11.23,0.00,17.50,Weekend,Saturday,Medium_Load,54.01,100.00
3.35,6.41,0.00,Weekend,Saturday,Light_Load,100.00,46.32
5.69,5.58,0.25,Weekend,Saturday,Light_Load,99.90,71.40
24.88,24.95,0.00,Weekday,Monday,Light_Load,100.00,70.61
24.44,25.42,0.00,Weekday,Monday,Maximum_Load,100.00,69.31
3.38,3.85,0.00,Weekday,Wednesday,Light_Load,100.00,65.97
2.81,0.00,11.02,Weekend,Sunday,Light_Load,24.71,100.00
6.77,5.40,0.00,Weekend,Saturday,Light_Load,100.00,78.18
4.10,0.00,20.84,Weekend,Saturday,Light_Load,19.30,100.00
54.68,22.18,0.00,Weekday,Wednesday,Medium_Load,100.00,92.67
2.81,0.00,4.10,Weekday,Wednesday,Medium_Load,56.53,100.00
4.43,4.36,0.00,Weekday,Thursday,Light_Load,100.00,71.27
2.95,0.00,17.03,Weekend,Sunday,Light_Load,17.07,100.00
4.43,0.00,26.60,Weekend,Saturday,Medium_Load,16.43,100.00
3.13,0.00,16.88,Weekend,Sunday,Light_Load,18.23,100.00
3.53,5.29,0.00,Weekday,Monday,Medium_Load,100.00,55.51
38.34,27.68,0.00,Weekday,Thursday,Light_Load,100.00,81.08
3.13,3.49,0.00,Weekend,Sunday,Light_Load,100.00,66.77
2.81,0.00,5.36,Weekend,Saturday,Light_Load,46.43,100.00
66.96,47.16,0.00,Weekday,Thursday,Light_Load,100.00,81.76
2.88,5.26,0.04,Weekend,Sunday,Light_Load,99.99,48.03
3.67,4.39,0.00,Weekday,Thursday,Light_Load,100.00,64.14
2.81,4.28,0.00,Weekday,Friday,Light_Load,100.00,54.88
31.86,1.48,6.88,Weekday,Thursday,Medium_Load,97.75,99.89
95.62,52.02,0.00,Weekend,Saturday,Maximum_Load,100.00,87.84
65.56,24.88,0.18,Weekday,Tuesday,Maximum_Load,100.00,93.49
54.76,23.62,0.00,Weekday,Thursday,Maximum_Load,100.00,91.82
4.57,4.36,0.00,Weekday,Thursday,Light_Load,100.00,72.35
2.59,0.00,12.13,Weekday,Wednesday,Light_Load,20.88,100.00
3.60,6.66,0.00,Weekday,Monday,Light_Load,100.00,47.55
2.77,5.04,0.00,Weekday,Friday,Light_Load,100.00,48.17
3.49,0.00,14.15,Weekend,Saturday,Light_Load,23.95,100.00
4.61,4.72,0.00,Weekday,Thursday,Light_Load,100.00,69.87
60.77,34.06,0.00,Weekday,Wednesday,Light_Load,100.00,87.23
56.12,49.50,0.00,Weekday,Thursday,Medium_Load,100.00,75.00
2.66,4.50,0.00,Weekday,Wednesday,Light_Load,100.00,50.89
3.78,3.49,0.00,Weekend,Sunday,Light_Load,100.00,73.47
63.25,38.63,0.00,Weekday,Wednesday,Maximum_Load,100.00,85.34
52.45,27.18,0.00,Weekday,Friday,Maximum_Load,100.00,88.79
3.82,2.52,0.40,Weekday,Thursday,Maximum_Load,99.46,83.47
5.80,4.75,0.00,Weekday,Tuesday,Light_Load,100.00,77.37
4.28,4.21,0.00,Weekday,Monday,Light_Load,100.00,71.29
93.71,81.18,0.00,Weekday,Thursday,Light_Load,100.00,75.58
2.99,4.75,0.00,Weekend,Sunday,Light_Load,100.00,53.27
5.08,5.65,0.00,Weekday,Wednesday,Light_Load,100.00,66.86
3.10,5.29,0.00,Weekday,Friday,Light_Load,100.00,50.56
86.98,66.53,0.00,Weekday,Tuesday,Light_Load,100.00,79.43
2.77,0.00,13.75,Weekend,Sunday,Light_Load,19.75,100.00
39.96,4.10,0.40,Weekday,Friday,Maximum_Load,99.99,99.48
81.29,24.62,0.00,Weekend,Saturday,Medium_Load,100.00,95.71
5.98,5.98,0.00,Weekday,Wednesday,Light_Load,100.00,70.71
2.74,5.18,0.00,Weekday,Thursday,Light_Load,100.00,46.76
2.81,0.00,4.57,Weekday,Friday,Light_Load,52.38,100.00
4.00,3.89,0.00,Weekend,Saturday,Light_Load,100.00,71.69
4.10,0.00,16.49,Weekday,Friday,Medium_Load,24.13,100.00
75.10,38.66,0.00,Weekday,Wednesday,Medium_Load,100.00,88.91
3.71,4.57,0.00,Weekday,Tuesday,Light_Load,100.00,63.03
60.88,42.70,0.00,Weekday,Monday,Maximum_Load,100.00,81.87
3.74,2.95,0.25,Weekend,Sunday,Light_Load,99.78,78.52
2.84,5.36,0.00,Weekday,Tuesday,Light_Load,100.00,46.82
3.89,1.48,13.25,Weekday,Thursday,Medium_Load,28.17,93.46
58.03,39.28,0.00,Weekday,Thursday,Maximum_Load,100.00,82.81
3.64,4.03,0.00,Weekday,Monday,Medium_Load,100.00,67.03
64.22,20.05,0.00,Weekday,Tuesday,Maximum_Load,100.00,95.46
50.08,30.60,0.04,Weekday,Thursday,Medium_Load,100.00,85.33
3.31,4.64,0.00,Weekday,Friday,Medium_Load,100.00,58.07
40.25,2.92,0.04,Weekday,Wednesday,Medium_Load,100.00,99.74
4.03,6.55,0.00,Weekend,Saturday,Light_Load,100.00,52.40
3.20,5.29,0.00,Weekday,Friday,Light_Load,100.00,51.76
131.26,42.19,0.00,Weekday,Friday,Maximum_Load,100.00,95.20
5.62,0.00,19.87,Weekday,Monday,Medium_Load,27.22,100.00
2.74,3.82,0.00,Weekend,Sunday,Light_Load,100.00,58.28
4.72,4.90,0.00,Weekday,Friday,Light_Load,100.00,69.38
3.02,0.00,17.10,Weekend,Saturday,Medium_Load,17.39,100.00
28.08,0.14,3.10,Weekday,Thursday,Medium_Load,99.40,100.00
3.31,6.19,0.00,Weekday,Friday,Light_Load,100.00,47.15
104.69,33.16,0.00,Weekend,Sunday,Medium_Load,100.00,95.33
34.56,0.07,5.87,Weekend,Saturday,Maximum_Load,98.59,100.00
104.29,62.78,0.00,Weekday,Friday,Medium_Load,100.00,85.67
114.88,70.16,0.00,Weekday,Tuesday,Maximum_Load,100.00,85.34
58.14,28.30,0.00,Weekday,Tuesday,Medium_Load,100.00,89.91
43.27,14.11,0.00,Weekday,Wednesday,Maximum_Load,100.00,95.07
2.63,5.65,0.00,Weekday,Tuesday,Light_Load,100.00,42.20
7.20,0.00,25.16,Weekend,Saturday,Maximum_Load,27.51,100.00
3.28,2.59,0.00,Weekday,Friday,Light_Load,100.00,78.48
2.81,4.10,0.00,Weekday,Wednesday,Light_Load,100.00,56.53
7.70,0.00,20.63,Weekday,Tuesday,Medium_Load,34.97,100.00
2.88,5.83,0.00,Weekday,Friday,Light_Load,100.00,44.29
2.70,0.00,5.08,Weekday,Friday,Light_Load,46.93,100.00
3.24,3.31,0.00,Weekday,Wednesday,Light_Load,100.00,69.95
3.89,0.00,17.06,Weekday,Thursday,Medium_Load,22.23,100.00
4.61,0.00,17.68,Weekend,Saturday,Medium_Load,25.23,100.00
39.64,1.48,0.68,Weekday,Tuesday,Medium_Load,99.99,99.93
3.67,4.61,0.00,Weekday,Wednesday,Light_Load,100.00,62.28
5.15,0.00,21.71,Weekday,Friday,Maximum_Load,23.08,100.00
51.48,27.29,0.00,Weekday,Friday,Medium_Load,100.00,88.35
2.74,4.68,0.00,Weekday,Thursday,Light_Load,100.00,50.52
54.94,29.77,0.00,Weekday,Friday,Maximum_Load,100.00,87.92
2.99,5.62,0.00,Weekday,Monday,Light_Load,100.00,46.97
30.89,25.06,0.00,Weekend,Saturday,Light_Load,100.00,77.66
2.99,0.00,16.92,Weekend,Sunday,Light_Load,17.40,100.00
3.42,2.12,0.25,Weekday,Thursday,Light_Load,99.73,84.99
31.93,0.36,2.77,Weekday,Friday,Medium_Load,99.63,99.99
3.17,0.00,4.82,Weekend,Sunday,Light_Load,54.95,100.00
3.53,5.08,0.00,Weekday,Wednesday,Light_Load,100.00,57.06
3.42,0.00,16.85,Weekend,Sunday,Medium_Load,19.89,100.00
3.20,5.54,0.00,Weekend,Sunday,Light_Load,100.00,50.02
2.92,4.86,0.00,Weekend,Saturday,Light_Load,100.00,51.50
50.36,21.82,0.00,Weekday,Thursday,Medium_Load,100.00,91.76
29.77,0.29,6.77,Weekday,Tuesday,Medium_Load,97.51,100.00
39.53,15.62,0.00,Weekday,Friday,Maximum_Load,100.00,93.00
64.76,34.24,0.00,Weekday,Friday,Medium_Load,100.00,88.40
2.70,0.00,11.92,Weekday,Tuesday,Light_Load,22.09,100.00
62.14,31.18,0.00,Weekday,Monday,Maximum_Load,100.00,89.38
40.57,29.59,0.00,Weekday,Monday,Maximum_Load,100.00,80.79
3.96,2.52,0.47,Weekday,Friday,Light_Load,99.30,84.37
3.13,2.27,0.07,Weekend,Sunday,Light_Load,99.98,80.95
3.06,2.59,0.00,Weekend,Saturday,Light_Load,100.00,76.33
50.65,40.07,0.00,Weekday,Thursday,Medium_Load,100.00,78.43
2.77,5.47,0.00,Weekday,Tuesday,Light_Load,100.00,45.18
3.38,5.54,0.00,Weekday,Wednesday,Light_Load,100.00,52.08
62.39,39.42,0.00,Weekday,Thursday,Maximum_Load,100.00,84.54
2.88,0.00,8.17,Weekend,Sunday,Light_Load,33.25,100.00
51.95,40.39,0.00,Weekday,Tuesday,Medium_Load,100.00,78.95
3.46,2.84,0.00,Weekend,Sunday,Light_Load,100.00,77.30
4.68,4.86,0.00,Weekday,Wednesday,Light_Load,100.00,69.36
40.54,1.15,2.63,Weekday,Wednesday,Medium_Load,99.79,99.96
2.95,4.64,0.00,Weekday,Monday,Light_Load,100.00,53.65
3.74,6.55,0.00,Weekday,Monday,Medium_Load,100.00,49.59
110.99,53.93,0.00,Weekday,Monday,Medium_Load,100.00,89.94
3.28,4.86,0.00,Weekend,Saturday,Light_Load,100.00,55.94
17.39,15.84,0.00,Weekday,Monday,Light_Load,100.00,73.93
5.08,0.00,25.74,Weekday,Friday,Medium_Load,19.36,100.00
2.59,0.00,5.58,Weekday,Thursday,Light_Load,42.10,100.00
30.46,32.44,0.00,Weekday,Monday,Light_Load,100.00,68.45
108.97,44.75,0.04,Weekday,Monday,Maximum_Load,100.00,92.50
91.30,35.28,0.00,Weekday,Friday,Maximum_Load,100.00,93.28
3.46,2.74,0.00,Weekend,Sunday,Light_Load,100.00,78.40
29.63,0.68,6.66,Weekday,Friday,Medium_Load,97.57,99.97
129.20,56.81,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.54
3.82,3.24,0.00,Weekday,Monday,Light_Load,100.00,76.26
5.65,5.36,0.00,Weekday,Tuesday,Light_Load,100.00,72.55
3.56,3.64,0.00,Weekday,Monday,Maximum_Load,100.00,69.92
69.95,35.64,0.00,Weekend,Sunday,Maximum_Load,100.00,89.10
2.59,4.64,0.00,Weekday,Monday,Light_Load,100.00,48.74
5.15,5.29,0.00,Weekday,Wednesday,Light_Load,100.00,69.76
3.42,5.72,0.00,Weekday,Wednesday,Light_Load,100.00,51.32
103.46,39.60,0.00,Weekday,Friday,Maximum_Load,100.00,93.39
2.70,0.00,5.36,Weekday,Wednesday,Light_Load,44.99,100.00
3.78,2.84,0.00,Weekday,Monday,Light_Load,100.00,79.95
2.81,4.93,0.00,Weekend,Sunday,Light_Load,100.00,49.52
3.60,5.00,0.00,Weekday,Monday,Light_Load,100.00,58.43
4.14,0.00,20.23,Weekday,Monday,Light_Load,20.05,100.00
69.48,33.98,0.00,Weekday,Friday,Maximum_Load,100.00,89.83
4.54,4.36,0.00,Weekend,Sunday,Light_Load,100.00,72.13
56.48,27.97,0.00,Weekday,Thursday,Medium_Load,100.00,89.61
58.82,21.42,0.00,Weekday,Monday,Medium_Load,100.00,93.96
5.47,0.00,10.66,Weekday,Monday,Maximum_Load,45.65,100.00
36.72,2.16,0.83,Weekday,Friday,Medium_Load,99.97,99.83
118.76,46.62,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.08
3.85,0.00,20.95,Weekday,Tuesday,Medium_Load,18.07,100.00
2.59,3.53,0.00,Weekend,Sunday,Light_Load,100.00,59.16
35.42,6.91,0.58,Weekday,Friday,Maximum_Load,99.99,98.15
2.99,0.00,4.79,Weekday,Tuesday,Light_Load,52.95,100.00
2.84,4.61,0.00,Weekday,Monday,Light_Load,100.00,52.45
3.35,3.60,0.00,Weekday,Tuesday,Light_Load,100.00,68.12
113.98,61.92,0.00,Weekday,Tuesday,Medium_Load,100.00,87.87
60.84,42.55,0.00,Weekday,Thursday,Light_Load,100.00,81.95
125.57,44.89,0.00,Weekday,Tuesday,Medium_Load,100.00,94.16
53.32,15.12,0.00,Weekday,Friday,Maximum_Load,100.00,96.21
85.75,36.14,0.00,Weekday,Monday,Maximum_Load,100.00,92.15
2.84,1.98,0.25,Weekday,Tuesday,Light_Load,99.61,82.03
3.06,5.40,0.00,Weekend,Saturday,Light_Load,100.00,49.30
4.03,1.69,14.18,Weekday,Thursday,Medium_Load,27.34,92.22
52.27,31.64,0.00,Weekday,Friday,Medium_Load,100.00,85.55
3.06,3.78,0.00,Weekend,Sunday,Light_Load,100.00,62.92
2.66,3.53,0.00,Weekday,Tuesday,Light_Load,100.00,60.18
3.67,3.82,0.00,Weekday,Wednesday,Medium_Load,100.00,69.28
77.65,9.54,1.08,Weekday,Wednesday,Medium_Load,99.99,99.25
3.28,4.32,0.00,Weekday,Wednesday,Light_Load,100.00,60.47
3.02,4.79,0.00,Weekday,Wednesday,Light_Load,100.00,53.33
4.07,2.77,0.00,Weekday,Wednesday,Light_Load,100.00,82.67
9.61,5.54,0.00,Weekday,Friday,Light_Load,100.00,86.64
38.92,4.32,2.20,Weekday,Wednesday,Maximum_Load,99.84,99.39
3.60,5.11,0.00,Weekday,Friday,Light_Load,100.00,57.59
4.72,5.54,0.00,Weekday,Friday,Light_Load,100.00,64.85
46.80,26.42,0.00,Weekday,Tuesday,Maximum_Load,100.00,87.08
53.35,11.81,1.12,Weekday,Wednesday,Maximum_Load,99.98,97.64
61.74,26.82,0.00,Weekday,Tuesday,Maximum_Load,100.00,91.72
56.30,15.23,0.00,Weekday,Friday,Maximum_Load,100.00,96.53
3.02,0.00,14.69,Weekend,Sunday,Light_Load,20.14,100.00
3.42,2.41,0.04,Weekend,Saturday,Light_Load,99.99,81.74
4.10,0.00,25.99,Weekend,Sunday,Medium_Load,15.58,100.00
3.89,0.00,18.25,Weekday,Thursday,Maximum_Load,20.85,100.00
90.36,50.33,0.00,Weekday,Friday,Medium_Load,100.00,87.36
3.82,0.00,17.86,Weekend,Sunday,Medium_Load,20.92,100.00
29.02,18.83,0.07,Weekday,Tuesday,Light_Load,100.00,83.89
76.14,28.69,0.00,Weekday,Monday,Medium_Load,100.00,93.58
39.17,6.37,0.00,Weekend,Saturday,Maximum_Load,100.00,98.70
2.81,0.00,16.99,Weekday,Thursday,Light_Load,16.32,100.00
3.53,8.06,0.00,Weekday,Tuesday,Medium_Load,100.00,40.12
84.92,26.75,0.00,Weekday,Tuesday,Medium_Load,100.00,95.38
3.02,3.53,0.00,Weekday,Tuesday,Light_Load,100.00,65.01
30.38,0.58,1.94,Weekend,Sunday,Maximum_Load,99.80,99.98
70.85,37.62,0.00,Weekday,Monday,Maximum_Load,100.00,88.32
5.22,0.00,25.60,Weekday,Monday,Medium_Load,19.98,100.00
3.46,0.00,14.00,Weekday,Tuesday,Light_Load,23.99,100.00
44.21,31.14,0.00,Weekday,Tuesday,Light_Load,100.00,81.76
103.36,39.53,0.00,Weekday,Monday,Medium_Load,100.00,93.40
2.77,5.62,0.00,Weekday,Tuesday,Light_Load,100.00,44.21
54.79,26.21,0.00,Weekday,Monday,Maximum_Load,100.00,90.21
3.10,3.60,0.00,Weekend,Sunday,Light_Load,100.00,65.25
57.71,22.54,0.00,Weekday,Wednesday,Maximum_Load,100.00,93.15
3.89,5.47,0.00,Weekday,Monday,Light_Load,100.00,57.95
40.90,31.72,0.00,Weekday,Thursday,Light_Load,100.00,79.02
5.00,0.00,23.08,Weekend,Saturday,Maximum_Load,21.17,100.00
43.92,27.58,0.00,Weekday,Tuesday,Maximum_Load,100.00,84.69
4.64,2.74,0.11,Weekday,Wednesday,Light_Load,99.97,86.11
3.64,7.42,0.00,Weekday,Friday,Light_Load,100.00,44.04
2.84,4.90,0.00,Weekday,Thursday,Light_Load,100.00,50.15
3.10,4.03,0.00,Weekday,Tuesday,Light_Load,100.00,60.97
53.53,28.22,0.00,Weekday,Friday,Medium_Load,100.00,88.46
72.36,48.74,0.00,Weekday,Monday,Medium_Load,100.00,82.94
64.69,37.91,0.00,Weekday,Tuesday,Maximum_Load,100.00,86.28
42.98,15.44,0.00,Weekend,Saturday,Maximum_Load,100.00,94.11
3.13,6.16,0.00,Weekday,Wednesday,Light_Load,100.00,45.30
3.24,0.00,17.53,Weekend,Sunday,Light_Load,18.17,100.00
93.53,35.17,0.11,Weekday,Wednesday,Maximum_Load,100.00,93.60
4.07,5.00,0.00,Weekday,Friday,Light_Load,100.00,63.13
4.61,3.46,0.00,Weekend,Saturday,Light_Load,100.00,79.98
4.61,0.00,17.46,Weekday,Friday,Medium_Load,25.53,100.00
67.03,28.01,0.00,Weekday,Friday,Maximum_Load,100.00,92.27
28.66,0.00,9.50,Weekend,Saturday,Maximum_Load,94.92,100.00
63.76,26.03,0.00,Weekday,Friday,Medium_Load,100.00,92.58
98.93,39.92,0.00,Weekday,Monday,Maximum_Load,100.00,92.73
54.58,37.94,0.00,Weekday,Tuesday,Medium_Load,100.00,82.11
86.98,35.57,0.00,Weekday,Monday,Medium_Load,100.00,92.56
104.40,56.34,0.00,Weekday,Monday,Medium_Load,100.00,88.00
3.96,0.00,7.78,Weekend,Sunday,Light_Load,45.36,100.00
4.07,4.61,0.00,Weekday,Friday,Light_Load,100.00,66.18
5.98,5.00,0.00,Weekend,Saturday,Light_Load,100.00,76.72
36.14,10.44,0.00,Weekend,Saturday,Maximum_Load,100.00,96.07
3.06,3.13,0.00,Weekend,Sunday,Light_Load,100.00,69.91
43.88,20.66,0.00,Weekend,Saturday,Maximum_Load,100.00,90.47
3.06,0.00,16.70,Weekend,Sunday,Light_Load,18.02,100.00
3.60,0.00,7.20,Weekend,Sunday,Medium_Load,44.72,100.00
57.10,14.22,0.00,Weekday,Thursday,Medium_Load,100.00,97.04
4.72,4.28,0.00,Weekday,Tuesday,Light_Load,100.00,74.08
3.02,2.27,0.04,Weekend,Saturday,Light_Load,99.99,79.94
53.64,34.02,0.00,Weekday,Wednesday,Medium_Load,100.00,84.45
3.89,0.00,24.12,Weekend,Sunday,Maximum_Load,15.92,100.00
57.49,54.76,0.00,Weekday,Friday,Light_Load,100.00,72.41
3.35,5.69,0.00,Weekday,Friday,Light_Load,100.00,50.74
2.92,0.00,12.92,Weekend,Sunday,Light_Load,22.04,100.00
2.66,5.72,0.07,Weekday,Monday,Light_Load,99.97,42.17
3.96,5.80,0.00,Weekday,Thursday,Light_Load,100.00,56.39
51.88,27.61,0.00,Weekday,Thursday,Medium_Load,100.00,88.28
7.06,0.00,20.56,Weekday,Thursday,Medium_Load,32.48,100.00
3.28,6.66,0.00,Weekend,Saturday,Light_Load,100.00,44.18
2.77,0.00,6.95,Weekday,Monday,Light_Load,37.02,100.00
3.64,4.36,0.00,Weekend,Saturday,Light_Load,100.00,64.09
35.21,1.76,0.94,Weekday,Monday,Medium_Load,99.96,99.88
3.64,4.61,0.00,Weekday,Wednesday,Light_Load,100.00,61.97
125.03,40.50,0.00,Weekday,Tuesday,Medium_Load,100.00,95.13
123.80,57.89,0.00,Weekday,Tuesday,Maximum_Load,100.00,90.59
5.83,5.33,0.00,Weekday,Wednesday,Light_Load,100.00,73.80
33.05,22.75,3.60,Weekday,Wednesday,Maximum_Load,99.41,82.37
3.10,4.86,0.00,Weekday,Friday,Light_Load,100.00,53.78
7.70,0.00,25.74,Weekday,Wednesday,Medium_Load,28.66,100.00
3.24,0.00,13.86,Weekend,Saturday,Medium_Load,22.76,100.00
110.74,49.28,0.00,Weekday,Friday,Maximum_Load,100.00,91.36
103.64,72.76,0.00,Weekday,Tuesday,Maximum_Load,100.00,81.84
3.85,0.00,16.38,Weekend,Saturday,Medium_Load,22.88,100.00
2.92,0.00,4.50,Weekday,Tuesday,Light_Load,54.43,100.00
31.68,12.49,2.02,Weekday,Monday,Medium_Load,99.80,93.03
3.31,0.00,16.42,Weekday,Tuesday,Medium_Load,19.76,100.00
3.89,5.62,0.00,Weekend,Sunday,Medium_Load,100.00,56.91
4.75,5.26,0.00,Weekday,Monday,Light_Load,100.00,67.02
3.85,4.72,0.00,Weekday,Tuesday,Light_Load,100.00,63.21
4.75,0.00,25.67,Weekend,Sunday,Light_Load,18.20,100.00
31.50,28.73,0.00,Weekday,Wednesday,Light_Load,100.00,73.88
2.74,5.40,0.00,Weekday,Friday,Light_Load,100.00,45.25
34.74,1.48,1.33,Weekend,Saturday,Maximum_Load,99.93,99.91
2.95,1.91,0.25,Weekday,Monday,Light_Load,99.64,83.94
2.66,4.82,0.00,Weekday,Wednesday,Light_Load,100.00,48.32
111.46,61.38,0.00,Weekday,Monday,Maximum_Load,100.00,87.60
3.06,0.00,11.30,Weekend,Saturday,Medium_Load,26.14,100.00
2.66,3.56,0.00,Weekend,Sunday,Light_Load,100.00,59.86
3.71,3.28,0.00,Weekday,Wednesday,Light_Load,100.00,74.92
44.64,23.94,0.00,Weekend,Saturday,Maximum_Load,100.00,88.13
4.64,4.36,0.00,Weekday,Monday,Light_Load,100.00,72.88
44.42,17.93,0.00,Weekday,Monday,Maximum_Load,100.00,92.73
2.88,0.00,13.72,Weekend,Sunday,Light_Load,20.54,100.00
3.92,3.74,0.00,Weekend,Sunday,Light_Load,100.00,72.35
57.64,25.78,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.29
3.89,3.49,0.00,Weekend,Sunday,Light_Load,100.00,74.43
3.67,4.07,0.00,Weekday,Tuesday,Light_Load,100.00,66.97
3.38,2.34,0.07,Weekday,Thursday,Light_Load,99.98,82.22
9.00,0.00,26.17,Weekday,Friday,Medium_Load,32.52,100.00
72.11,45.47,0.00,Weekday,Wednesday,Maximum_Load,100.00,84.59
65.02,37.62,0.00,Weekday,Thursday,Maximum_Load,100.00,86.56
2.77,5.08,0.00,Weekday,Tuesday,Light_Load,100.00,47.87
93.92,40.68,0.00,Weekday,Wednesday,Maximum_Load,100.00,91.76
2.81,4.64,0.00,Weekend,Sunday,Light_Load,100.00,51.80
100.66,39.71,0.00,Weekday,Monday,Medium_Load,100.00,93.02
7.13,0.00,16.99,Weekend,Saturday,Light_Load,38.70,100.00
4.14,3.96,0.00,Weekend,Saturday,Light_Load,100.00,72.26
3.02,0.00,13.64,Weekend,Sunday,Light_Load,21.62,100.00
59.76,20.02,0.00,Weekday,Monday,Medium_Load,100.00,94.82
105.95,50.22,0.00,Weekday,Tuesday,Maximum_Load,100.00,90.36
2.81,5.15,0.00,Weekday,Monday,Light_Load,100.00,47.90
2.56,5.40,0.00,Weekday,Tuesday,Light_Load,100.00,42.84
5.44,0.00,20.59,Weekday,Wednesday,Maximum_Load,25.54,100.00
113.90,71.50,0.00,Weekday,Wednesday,Light_Load,100.00,84.70
3.35,1.91,10.91,Weekday,Thursday,Medium_Load,29.35,86.87
3.13,5.87,0.00,Weekday,Friday,Light_Load,100.00,47.05
5.62,0.00,21.02,Weekday,Friday,Maximum_Load,25.83,100.00
38.63,7.27,0.00,Weekday,Thursday,Maximum_Load,100.00,98.27
115.24,51.12,0.00,Weekday,Monday,Maximum_Load,100.00,91.41
33.52,0.00,10.37,Weekend,Saturday,Maximum_Load,95.53,100.00
3.60,5.72,0.00,Weekday,Tuesday,Light_Load,100.00,53.27
2.77,4.00,0.00,Weekday,Wednesday,Light_Load,100.00,56.93
3.46,2.38,0.36,Weekday,Wednesday,Light_Load,99.46,82.39
51.41,14.54,0.07,Weekday,Wednesday,Medium_Load,100.00,96.23
22.50,15.01,0.00,Weekday,Wednesday,Light_Load,100.00,83.19
101.27,53.46,0.00,Weekday,Monday,Maximum_Load,100.00,88.43
4.75,0.00,21.71,Weekend,Sunday,Light_Load,21.37,100.00
4.18,0.00,16.31,Weekday,Wednesday,Medium_Load,24.83,100.00
8.86,0.00,23.58,Weekday,Wednesday,Medium_Load,35.17,100.00
4.28,0.00,16.60,Weekend,Saturday,Medium_Load,24.97,100.00
2.99,1.12,5.26,Weekend,Sunday,Medium_Load,49.42,93.65
3.20,4.79,0.00,Weekend,Saturday,Light_Load,100.00,55.55
110.81,39.46,0.00,Weekday,Friday,Maximum_Load,100.00,94.21
92.09,34.24,0.00,Weekday,Wednesday,Medium_Load,100.00,93.73
42.01,7.88,0.40,Weekend,Saturday,Medium_Load,100.00,98.29
4.32,0.00,12.13,Weekend,Saturday,Medium_Load,33.55,100.00
95.98,12.92,0.00,Weekday,Tuesday,Medium_Load,100.00,99.11
3.82,3.02,0.00,Weekday,Tuesday,Light_Load,100.00,78.45
